Step,TimeStamp,AvgEnergy,AverageEnergy_5th,AverageEnergy_95th,NoBoids,NoFoodSources,TotalFoodAvailable,Polarization,Expanse
218,840.4113,386.5205,386.5205,386.5205,25,1,800,0.4336821,0.9460636
219,844.3442,386.532,386.532,386.532,25,1,800,0.463892,0.8530296
220,848.3582,386.5434,386.5434,386.5434,25,1,800,0.4503636,0.6418389
221,852.2892,386.5548,386.5548,386.5548,25,1,800,0.4649175,0.9455495
222,856.2133,386.5662,386.5662,386.5662,25,1,800,0.4233107,0.6829654
223,860.2362,386.5776,386.5776,386.5776,25,1,800,0.367755,1.041037
224,864.2162,386.5891,386.5891,386.5891,25,1,800,0.2910931,0.3849066
225,868.1852,386.6005,386.6005,386.6005,25,1,800,0.4033644,0.7104694
226,872.1422,386.6119,386.6119,386.6119,25,1,800,0.4299135,0.5829213
227,876.0562,386.6234,386.6234,386.6234,25,1,800,0.4618291,1.117601
228,879.9863,386.6348,386.6348,386.6348,25,1,800,0.3680479,0.8556567
229,883.8923,386.6462,386.6462,386.6462,25,1,800,0.3987864,0.7746238
230,887.9653,386.6576,386.6576,386.6576,25,1,800,0.4264063,0.7002402
231,892.0093,386.669,386.669,386.669,25,1,800,0.4401176,0.8959734
232,895.9933,386.6804,386.6804,386.6804,25,1,800,0.4210408,0.9811891
233,899.9662,386.6918,386.6918,386.6918,25,1,800,0.4793987,0.8019155
234,903.8923,386.7032,386.7032,386.7032,25,1,800,0.3948033,0.6574124
235,907.8223,386.7147,386.7147,386.7147,25,1,800,0.3706928,1.044337
236,911.7603,386.7261,386.7261,386.7261,25,1,800,0.4233088,1.216203
237,915.7153,386.7375,386.7375,386.7375,25,1,800,0.3908156,0.7435995
238,919.7563,386.7489,386.7489,386.7489,25,1,800,0.3837298,0.8154564
239,923.7762,386.7603,386.7603,386.7603,25,1,800,0.400574,1.022448
240,927.6893,386.7717,386.7717,386.7717,25,1,800,0.4323122,0.6673777
241,931.7452,386.7831,386.7831,386.7831,25,1,800,0.4244727,0.4808927
242,935.7213,386.7945,386.7945,386.7945,25,1,800,0.3942939,1.120196
243,939.6453,386.8059,386.8059,386.8059,25,1,800,0.450794,1.072518
244,943.5963,386.8173,386.8173,386.8173,25,1,800,0.339827,0.9744977
245,947.5253,386.8287,386.8287,386.8287,25,1,800,0.4014969,0.9517167
246,951.5983,386.8401,386.8401,386.8401,25,1,800,0.3901721,0.8636046
247,955.5883,386.8515,386.8515,386.8515,25,1,800,0.3480083,0.6600658
248,959.5623,386.8629,386.8629,386.8629,25,1,800,0.3161232,0.6989994
249,963.5073,386.8743,386.8743,386.8743,25,1,800,0.2984047,0.9967507
250,967.4343,386.8857,386.8857,386.8857,25,1,800,0.4377051,0.8753517
251,971.3593,386.8971,386.8971,386.8971,25,1,800,0.404188,0.4990892
252,975.3002,386.9085,386.9085,386.9085,25,1,800,0.4545691,0.7869927
253,980.0522,386.9199,386.9199,386.9199,25,1,800,0.420258,0.6695834
254,984.4063,386.9312,386.9312,386.9312,25,1,800,0.4761689,0.9842753
255,988.3832,386.9426,386.9426,386.9426,25,1,800,0.4080749,0.7430702
256,992.3832,386.954,386.954,386.954,25,1,800,0.2661364,0.7235246
